#z      #x      #y      #c
45      28      0       15
45      28      30      15
45      29      15      15
45      30      0       15
45      30      30      15


#z2     #x      #y      #c
46      0       0       16
46      1       16      16
46      2       2       16
46      3       18      16
46      4       4       16
46      5       20      16
46      6       6       16
46      7       22      16
46      8       8       16
46      9       24      16
46      10      10      16
46      11      26      16
46      12      12      16
46      13      28      16
46      14      14      16
46      15      0       16
46      15      30      16
46      16      16      16
46      17      2       16
46      18      18      16
46      19      4       16
46      20      20      16
46      21      6       16
46      22      22      16
46      23      8       16
46      24      24      16
46      25      10      16
46      26      26      16
46      27      12      16
46      28      28      16
46      29      14      16
46      30      0       16
46      30      30      16


#z2     #x      #y      #c
47      0       0       17
47      1       17      17
47      2       4       17
47      3       21      17
47      4       8       17
47      5       25      17
47      6       12      17
47      7       29      17
47      8       16      17
47      9       3       17
47      10      20      17
47      11      7       17
47      12      24      17
47      13      11      17
47      14      28      17
47      15      15      17
47      16      2       17
47      17      19      17
47      18      6       17
47      19      23      17
47      20      10      17
47      21      27      17
47      22      14      17
47      23      1       17
47      24      18      17
47      25      5       17
47      26      22      17
47      27      9       17
47      28      26      17
47      29      13      17
47      30      0       17
47      30      30      17


#z2     #x      #y      #c
48      0       0       18
48      1       18      18
48      2       6       18
48      3       24      18
48      4       12      18
48      5       0       18
48      5       30      18
48      6       18      18
48      7       6       18
48      8       24      18
48      9       12      18
48      10      0       18
48      10      30      18
48      11      18      18
48      12      6       18
48      13      24      18
48      14      12      18
48      15      0       18
48      15      30      18
48      16      18      18
48      17      6       18
48      18      24      18
48      19      12      18
48      20      0       18
48      20      30      18
48      21      18      18
48      22      6       18
48      23      24      18
48      24      12      18
48      25      0       18
48      25      30      18
48      26      18      18
48      27      6       18
48      28      24      18
48      29      12      18
48      30      0       18
48      30      30      18


#z2     #x      #y      #c
49      0       0       19
49      1       19      19
49      2       8       19
49      3       27      19
49      4       16      19
49      5       5       19
49      6       24      19
49      7       13      19
49      8       2       19
49      9       21      19
49      10      10      19
49      11      29      19
49      12      18      19
49      13      7       19
49      14      26      19
49      15      15      19
49      16      4       19
49      17      23      19
49      18      12      19
49      19      1       19
49      20      20      19
49      21      9       19
49      22      28      19
49      23      17      19
49      24      6       19
49      25      25      19
49      26      14      19
49      27      3       19
49      28      22      19
49      29      11      19
49      30      0       19
49      30      30      19


#z2     #x      #y      #c
50      0       0       20
50      1       20      20
50      2       10      20
50      3       0       20
50      3       30      20
50      4       20      20
50      5       10      20
50      6       0       20
50      6       30      20
50      7       20      20
50      8       10      20
50      9       0       20
50      9       30      20
50      10      20      20
50      11      10      20
50      12      0       20
50      12      30      20
50      13      20      20
50      14      10      20
50      15      0       20
50      15      30      20
50      16      20      20
50      17      10      20
50      18      0       20
50      18      30      20
50      19      20      20
50      20      10      20
50      21      0       20
50      21      30      20
50      22      20      20
50      23      10      20
50      24      0       20
50      24      30      20
50      25      20      20
50      26      10      20
50      27      0       20
50      27      30      20
50      28      20      20
50      29      10      20
50      30      0       20
50      30      30      20


#z2     #x      #y      #c
51      0       0       21
51      1       21      21
51      2       12      21
51      3       3       21
51      4       24      21
51      5       15      21
51      6       6       21
51      7       27      21
51      8       18      21
51      9       9       21
51      10      0       21
51      10      30      21
51      11      21      21
51      12      12      21
51      13      3       21
51      14      24      21
51      15      15      21
51      16      6       21
51      17      27      21
51      18      18      21
51      19      9       21
51      20      0       21
51      20      30      21
51      21      21      21
51      22      12      21
51      23      3       21
51      24      24      21
51      25      15      21
51      26      6       21
51      27      27      21
51      28      18      21
51      29      9       21
51      30      0       21
51      30      30      21


#z2     #x      #y      #c
52      0       0       22
52      1       22      22
52      2       14      22
52      3       6       22
52      4       28      22
52      5       20      22
52      6       12      22
52      7       4       22
52      8       26      22
52      9       18      22
52      10      10      22
52      11      2       22
52      12      24      22
52      13      16      22
52      14      8       22
52      15      0       22
52      15      30      22
52      16      22      22
52      17      14      22
52      18      6       22
52      19      28      22
52      20      20      22
52      21      12      22
52      22      4       22
52      23      26      22
52      24      18      22
52      25      10      22
52      26      2       22
52      27      24      22
52      28      16      22
52      29      8       22
52      30      0       22
52      30      30      22


#z2     #x      #y      #c
53      0       0       23
53      1       23      23
53      2       16      23
53      3       9       23
53      4       2       23
53      5       25      23
53      6       18      23
53      7       11      23
53      8       4       23
53      9       27      23
53      10      20      23
53      11      13      23
53      12      6       23
53      13      29      23
53      14      22      23
53      15      15      23
53      16      8       23
53      17      1       23
53      18      24      23
53      19      17      23
53      20      10      23
53      21      3       23
53      22      26      23
53      23      19      23
53      24      12      23
53      25      5       23
53      26      28      23
53      27      21      23
53      28      14      23
53      29      7       23
53      30      0       23
53      30      30      23


#z2     #x      #y      #c
54      0       0       24
54      1       24      24
54      2       18      24
54      3       12      24
54      4       6       24
54      5       0       24
54      5       30      24
54      6       24      24
54      7       18      24
54      8       12      24
54      9       6       24
54      10      0       24
54      10      30      24
54      11      24      24
54      12      18      24
54      13      12      24
54      14      6       24
54      15      0       24
54      15      30      24
54      16      24      24
54      17      18      24
54      18      12      24
54      19      6       24
54      20      0       24
54      20      30      24
54      21      24      24
54      22      18      24
54      23      12      24
54      24      6       24
54      25      0       24
54      25      30      24
54      26      24      24
54      27      18      24
54      28      12      24
54      29      6       24
54      30      0       24
54      30      30      24


#z2     #x      #y      #c
55      0       0       25
55      1       25      25
55      2       20      25
55      3       15      25
55      4       10      25
55      5       5       25
55      6       0       25
55      6       30      25
55      7       25      25
55      8       20      25
55      9       15      25
55      10      10      25
55      11      5       25
55      12      0       25
55      12      30      25
55      13      25      25
55      14      20      25
55      15      15      25
55      16      10      25
55      17      5       25
55      18      0       25
55      18      30      25
55      19      25      25
55      20      20      25
55      21      15      25
55      22      10      25
55      23      5       25
55      24      0       25
55      24      30      25
55      25      25      25
55      26      20      25
55      27      15      25
55      28      10      25
55      29      5       25
55      30      0       25
55      30      30      25


#z2     #x      #y      #c
56      0       0       26
56      1       26      26
56      2       22      26
56      3       18      26
56      4       14      26
56      5       10      26
56      6       6       26
56      7       2       26
56      8       28      26
56      9       24      26
56      10      20      26
56      11      16      26
56      12      12      26
56      13      8       26
56      14      4       26
56      15      0       26
56      15      30      26
56      16      26      26
56      17      22      26
56      18      18      26
56      19      14      26
56      20      10      26
56      21      6       26
56      22      2       26
56      23      28      26
56      24      24      26
56      25      20      26
56      26      16      26
56      27      12      26
56      28      8       26
56      29      4       26
56      30      0       26
56      30      30      26


#z2     #x      #y      #c
57      0       0       27
57      1       27      27
57      2       24      27
57      3       21      27
57      4       18      27
57      5       15      27
57      6       12      27
57      7       9       27
57      8       6       27
57      9       3       27
57      10      0       27
57      10      30      27
57      11      27      27
57      12      24      27
57      13      21      27
57      14      18      27
57      15      15      27
57      16      12      27
57      17      9       27
57      18      6       27
57      19      3       27
57      20      0       27
57      20      30      27
57      21      27      27
57      22      24      27
57      23      21      27
57      24      18      27
57      25      15      27
57      26      12      27
57      27      9       27
57      28      6       27
57      29      3       27
57      30      0       27
57      30      30      27


#z2     #x      #y      #c
58      0       0       28
58      1       28      28
58      2       26      28
58      3       24      28
58      4       22      28
58      5       20      28
58      6       18      28
58      7       16      28
58      8       14      28
58      9       12      28
58      10      10      28
58      11      8       28
58      12      6       28
58      13      4       28
58      14      2       28
58      15      0       28
58      15      30      28
58      16      28      28
58      17      26      28
58      18      24      28
58      19      22      28
58      20      20      28
58      21      18      28
58      22      16      28
58      23      14      28
58      24      12      28
58      25      10      28
58      26      8       28
58      27      6       28
58      28      4       28
58      29      2       28
58      30      0       28
58      30      30      28


#z2     #x      #y      #c
59      0       0       29
59      1       29      29
59      2       28      29
59      3       27      29
59      4       26      29
59      5       25      29
59      6       24      29
59      7       23      29
59      8       22      29
59      9       21      29
59      10      20      29
59      11      19      29
59      12      18      29
59      13      17      29
59      14      16      29
59      15      15      29
59      16      14      29
59      17      13      29
59      18      12      29
59      19      11      29
59      20      10      29
59      21      9       29
59      22      8       29
59      23      7       29
59      24      6       29
59      25      5       29
59      26      4       29
59      27      3       29
59      28      2       29
59      29      1       29
59      30      0       29


#z2     #x      #y      #c
60      0       0       30
60      0       0       30
60      1       0       30
60      1       30      30
60      2       0       30
60      2       30      30
60      3       0       30
60      3       30      30
60      4       0       30
60      4       30      30
60      5       0       30
60      5       30      30
60      6       0       30
60      6       30      30
60      7       0       30
60      7       30      30
60      8       0       30
60      8       30      30
60      9       0       30
60      9       30      30
60      10      0       30
60      10      30      30
60      11      0       30
60      11      30      30
60      12      0       30
60      12      30      30
60      13      0       30
60      13      30      30
60      14      0       30
60      14      30      30
60      15      0       30
60      15      30      30
60      16      0       30
60      16      30      30
60      17      0       30
60      17      30      30
60      18      0       30
60      18      30      30
60      19      0       30
60      19      30      30
60      20      0       30
60      20      30      30
60      21      0       30
60      21      30      30
60      22      0       30
60      22      30      30
60      23      0       30
60      23      30      30
60      24      0       30
60      24      30      30
60      25      0       30
60      25      30      30
60      26      0       30
60      26      30      30
60      27      0       30
60      27      30      30
60      28      0       30
60      28      30      30
60      29      0       30
60      29      30      30
60      30      0       30
60      30      30      30


