#z      #x      #y      #c
15      59      15      15
15      60      0       15
15      60      30      15
#z      #x2     #y      #c
16      30      0       16
16      31      16      16
16      32      2       16
16      33      18      16
16      34      4       16
16      35      20      16
16      36      6       16
16      37      22      16
16      38      8       16
16      39      24      16
16      40      10      16
16      41      26      16
16      42      12      16
16      43      28      16
16      44      14      16
16      45      0       16
16      45      30      16
16      46      16      16
16      47      2       16
16      48      18      16
16      49      4       16
16      50      20      16
16      51      6       16
16      52      22      16
16      53      8       16
16      54      24      16
16      55      10      16
16      56      26      16
16      57      12      16
16      58      28      16
16      59      14      16
16      60      0       16
16      60      30      16
#z      #x2     #y      #c
17      30      0       17
17      31      17      17
17      32      4       17
17      33      21      17
17      34      8       17
17      35      25      17
17      36      12      17
17      37      29      17
17      38      16      17
17      39      3       17
17      40      20      17
17      41      7       17
17      42      24      17
17      43      11      17
17      44      28      17
17      45      15      17
17      46      2       17
17      47      19      17
17      48      6       17
17      49      23      17
17      50      10      17
17      51      27      17
17      52      14      17
17      53      1       17
17      54      18      17
17      55      5       17
17      56      22      17
17      57      9       17
17      58      26      17
17      59      13      17
17      60      0       17
17      60      30      17
#z      #x2     #y      #c
18      30      0       18
18      31      18      18
18      32      6       18
18      33      24      18
18      34      12      18
18      35      0       18
18      35      30      18
18      36      18      18
18      37      6       18
18      38      24      18
18      39      12      18
18      40      0       18
18      40      30      18
18      41      18      18
18      42      6       18
18      43      24      18
18      44      12      18
18      45      0       18
18      45      30      18
18      46      18      18
18      47      6       18
18      48      24      18
18      49      12      18
18      50      0       18
18      50      30      18
18      51      18      18
18      52      6       18
18      53      24      18
18      54      12      18
18      55      0       18
18      55      30      18
18      56      18      18
18      57      6       18
18      58      24      18
18      59      12      18
18      60      0       18
18      60      30      18
#z      #x2     #y      #c
19      30      0       19
19      31      19      19
19      32      8       19
19      33      27      19
19      34      16      19
19      35      5       19
19      36      24      19
19      37      13      19
19      38      2       19
19      39      21      19
19      40      10      19
19      41      29      19
19      42      18      19
19      43      7       19
19      44      26      19
19      45      15      19
19      46      4       19
19      47      23      19
19      48      12      19
19      49      1       19
19      50      20      19
19      51      9       19
19      52      28      19
19      53      17      19
19      54      6       19
19      55      25      19
19      56      14      19
19      57      3       19
19      58      22      19
19      59      11      19
19      60      0       19
19      60      30      19
#z      #x2     #y      #c
20      30      0       20
20      31      20      20
20      32      10      20
20      33      0       20
20      33      30      20
20      34      20      20
20      35      10      20
20      36      0       20
20      36      30      20
20      37      20      20
20      38      10      20
20      39      0       20
20      39      30      20
20      40      20      20
20      41      10      20
20      42      0       20
20      42      30      20
20      43      20      20
20      44      10      20
20      45      0       20
20      45      30      20
20      46      20      20
20      47      10      20
20      48      0       20
20      48      30      20
20      49      20      20
20      50      10      20
20      51      0       20
20      51      30      20
20      52      20      20
20      53      10      20
20      54      0       20
20      54      30      20
20      55      20      20
20      56      10      20
20      57      0       20
20      57      30      20
20      58      20      20
20      59      10      20
20      60      0       20
20      60      30      20
#z      #x2     #y      #c
21      30      0       21
21      31      21      21
21      32      12      21
21      33      3       21
21      34      24      21
21      35      15      21
21      36      6       21
21      37      27      21
21      38      18      21
21      39      9       21
21      40      0       21
21      40      30      21
21      41      21      21
21      42      12      21
21      43      3       21
21      44      24      21
21      45      15      21
21      46      6       21
21      47      27      21
21      48      18      21
21      49      9       21
21      50      0       21
21      50      30      21
21      51      21      21
21      52      12      21
21      53      3       21
21      54      24      21
21      55      15      21
21      56      6       21
21      57      27      21
21      58      18      21
21      59      9       21
21      60      0       21
21      60      30      21
#z      #x2     #y      #c
22      30      0       22
22      31      22      22
22      32      14      22
22      33      6       22
22      34      28      22
22      35      20      22
22      36      12      22
22      37      4       22
22      38      26      22
22      39      18      22
22      40      10      22
22      41      2       22
22      42      24      22
22      43      16      22
22      44      8       22
22      45      0       22
22      45      30      22
22      46      22      22
22      47      14      22
22      48      6       22
22      49      28      22
22      50      20      22
22      51      12      22
22      52      4       22
22      53      26      22
22      54      18      22
22      55      10      22
22      56      2       22
22      57      24      22
22      58      16      22
22      59      8       22
22      60      0       22
22      60      30      22
#z      #x2     #y      #c
23      30      0       23
23      31      23      23
23      32      16      23
23      33      9       23
23      34      2       23
23      35      25      23
23      36      18      23
23      37      11      23
23      38      4       23
23      39      27      23
23      40      20      23
23      41      13      23
23      42      6       23
23      43      29      23
23      44      22      23
23      45      15      23
23      46      8       23
23      47      1       23
23      48      24      23
23      49      17      23
23      50      10      23
23      51      3       23
23      52      26      23
23      53      19      23
23      54      12      23
23      55      5       23
23      56      28      23
23      57      21      23
23      58      14      23
23      59      7       23
23      60      0       23
23      60      30      23
#z      #x2     #y      #c
24      30      0       24
24      31      24      24
24      32      18      24
24      33      12      24
24      34      6       24
24      35      0       24
24      35      30      24
24      36      24      24
24      37      18      24
24      38      12      24
24      39      6       24
24      40      0       24
24      40      30      24
24      41      24      24
24      42      18      24
24      43      12      24
24      44      6       24
24      45      0       24
24      45      30      24
24      46      24      24
24      47      18      24
24      48      12      24
24      49      6       24
24      50      0       24
24      50      30      24
24      51      24      24
24      52      18      24
24      53      12      24
24      54      6       24
24      55      0       24
24      55      30      24
24      56      24      24
24      57      18      24
24      58      12      24
24      59      6       24
24      60      0       24
24      60      30      24
#z      #x2     #y      #c
25      30      0       25
25      31      25      25
25      32      20      25
25      33      15      25
25      34      10      25
25      35      5       25
25      36      0       25
25      36      30      25
25      37      25      25
25      38      20      25
25      39      15      25
25      40      10      25
25      41      5       25
25      42      0       25
25      42      30      25
25      43      25      25
25      44      20      25
25      45      15      25
25      46      10      25
25      47      5       25
25      48      0       25
25      48      30      25
25      49      25      25
25      50      20      25
25      51      15      25
25      52      10      25
25      53      5       25
25      54      0       25
25      54      30      25
25      55      25      25
25      56      20      25
25      57      15      25
25      58      10      25
25      59      5       25
25      60      0       25
25      60      30      25
#z      #x2     #y      #c
26      30      0       26
26      31      26      26
26      32      22      26
26      33      18      26
26      34      14      26
26      35      10      26
26      36      6       26
26      37      2       26
26      38      28      26
26      39      24      26
26      40      20      26
26      41      16      26
26      42      12      26
26      43      8       26
26      44      4       26
26      45      0       26
26      45      30      26
26      46      26      26
26      47      22      26
26      48      18      26
26      49      14      26
26      50      10      26
26      51      6       26
26      52      2       26
26      53      28      26
26      54      24      26
26      55      20      26
26      56      16      26
26      57      12      26
26      58      8       26
26      59      4       26
26      60      0       26
26      60      30      26
#z      #x2     #y      #c
27      30      0       27
27      31      27      27
27      32      24      27
27      33      21      27
27      34      18      27
27      35      15      27
27      36      12      27
27      37      9       27
27      38      6       27
27      39      3       27
27      40      0       27
27      40      30      27
27      41      27      27
27      42      24      27
27      43      21      27
27      44      18      27
27      45      15      27
27      46      12      27
27      47      9       27
27      48      6       27
27      49      3       27
27      50      0       27
27      50      30      27
27      51      27      27
27      52      24      27
27      53      21      27
27      54      18      27
27      55      15      27
27      56      12      27
27      57      9       27
27      58      6       27
27      59      3       27
27      60      0       27
27      60      30      27
#z      #x2     #y      #c
28      30      0       28
28      31      28      28
28      32      26      28
28      33      24      28
28      34      22      28
28      35      20      28
28      36      18      28
28      37      16      28
28      38      14      28
28      39      12      28
28      40      10      28
28      41      8       28
28      42      6       28
28      43      4       28
28      44      2       28
28      45      0       28
28      45      30      28
28      46      28      28
28      47      26      28
28      48      24      28
28      49      22      28
28      50      20      28
28      51      18      28
28      52      16      28
28      53      14      28
28      54      12      28
28      55      10      28
28      56      8       28
28      57      6       28
28      58      4       28
28      59      2       28
28      60      0       28
28      60      30      28
#z      #x2     #y      #c
29      30      0       29
29      31      29      29
29      32      28      29
29      33      27      29
29      34      26      29
29      35      25      29
29      36      24      29
29      37      23      29
29      38      22      29
29      39      21      29
29      40      20      29
29      41      19      29
29      42      18      29
29      43      17      29
29      44      16      29
29      45      15      29
29      46      14      29
29      47      13      29
29      48      12      29
29      49      11      29
29      50      10      29
29      51      9       29
29      52      8       29
29      53      7       29
29      54      6       29
29      55      5       29
29      56      4       29
29      57      3       29
29      58      2       29
29      59      1       29
29      60      0       29
#z      #x2     #y      #c
30      30      0       30
30      30      0       30
30      31      0       30
30      31      30      30
30      32      0       30
30      32      30      30
30      33      0       30
30      33      30      30
30      34      0       30
30      34      30      30
30      35      0       30
30      35      30      30
30      36      0       30
30      36      30      30
30      37      0       30
30      37      30      30
30      38      0       30
30      38      30      30
30      39      0       30
30      39      30      30
30      40      0       30
30      40      30      30
30      41      0       30
30      41      30      30
30      42      0       30
30      42      30      30
30      43      0       30
30      43      30      30
30      44      0       30
30      44      30      30
30      45      0       30
30      45      30      30
30      46      0       30
30      46      30      30
30      47      0       30
30      47      30      30
30      48      0       30
30      48      30      30
30      49      0       30
30      49      30      30
30      50      0       30
30      50      30      30
30      51      0       30
30      51      30      30
30      52      0       30
30      52      30      30
30      53      0       30
30      53      30      30
30      54      0       30
30      54      30      30
30      55      0       30
30      55      30      30
30      56      0       30
30      56      30      30
30      57      0       30
30      57      30      30
30      58      0       30
30      58      30      30
30      59      0       30
30      59      30      30
30      60      0       30
30      60      30      30

